"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr11",60913243,60913714,472,"*","AcH4K12_TSA_vs_Veh_peak_530",29,".",3.16479,6.58003,2.93827,"Promoter (<=1kb)",11,60902246,60913812,11567,2,"24083","ENSMUST00000019075.3",98,"ENSMUSG00000018931","Natd1","N-acetyltransferase domain containing 1"
"chr11",61493461,61494033,573,"*","AcH4K12_TSA_vs_Veh_peak_531",37,".",3.53837,7.59917,3.70944,"Promoter (<=1kb)",11,61491302,61493705,2404,2,"23939","ENSMUST00000126495.7",0,"ENSMUSG00000001034","Mapk7","mitogen-activated protein kinase 7"
"chr11",61854491,61854883,393,"*","AcH4K12_TSA_vs_Veh_peak_532",19,".",2.51718,5.26203,1.95115,"Promoter (<=1kb)",11,61777502,61854502,77001,2,"29869","ENSMUST00000129025.7",0,"ENSMUSG00000004798","Ulk2","unc-51 like kinase 2"
"chr11",61956951,61957211,261,"*","AcH4K12_TSA_vs_Veh_peak_533",16,".",2.55841,4.89029,1.68309,"Promoter (<=1kb)",11,61956815,62219435,262621,1,"432572","ENSMUST00000202389.3",136,"ENSMUSG00000042331","Specc1","sperm antigen with calponin homology and coiled-coil domains 1"
"chr11",62248320,62248597,278,"*","AcH4K12_TSA_vs_Veh_peak_534",18,".",3.43209,5.08605,1.82327,"Promoter (<=1kb)",11,62248984,62266453,17470,1,"11541","ENSMUST00000018644.2",-387,"ENSMUSG00000018500","Adora2b","adenosine A2b receptor"
"chr11",62647894,62648334,441,"*","AcH4K12_TSA_vs_Veh_peak_535",17,".",2.59814,4.96411,1.7377,"Promoter (<=1kb)",11,62605823,62648040,42218,2,"192976","ENSMUST00000128705.7",0,"ENSMUSG00000046417","Lrrc75a","leucine rich repeat containing 75A"
"chr11",63921677,63922238,562,"*","AcH4K12_TSA_vs_Veh_peak_536",21,".",3.38374,5.57931,2.18761,"Promoter (<=1kb)",11,63885792,63922290,36499,2,"54710","ENSMUST00000094103.3",52,"ENSMUSG00000070407","Hs3st3b1","heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1"
"chr11",65162231,65162783,553,"*","AcH4K12_TSA_vs_Veh_peak_537",20,".",2.63832,5.32906,2.00898,"Promoter (<=1kb)",11,65051475,65162567,111093,2,"216831","ENSMUST00000093001.4",0,"ENSMUSG00000033389","Arhgap44","Rho GTPase activating protein 44"
"chr11",66168116,66168499,384,"*","AcH4K12_TSA_vs_Veh_peak_538",30,".",3.94922,6.76746,3.07923,"Promoter (<=1kb)",11,66121091,66168444,47354,2,"237806","ENSMUST00000108691.1",0,"ENSMUSG00000056752","Dnah9","dynein, axonemal, heavy chain 9"
"chr11",66526319,66526899,581,"*","AcH4K12_TSA_vs_Veh_peak_539",26,".",3.08533,6.23435,2.68853,"Promoter (<=1kb)",11,66217472,66525964,308493,2,"380702","ENSMUST00000066679.6",-355,"ENSMUSG00000053930","Shisa6","shisa family member 6"
"chr11",67052746,67053026,281,"*","AcH4K12_TSA_vs_Veh_peak_540",39,".",3.56174,7.85176,3.9092,"Promoter (<=1kb)",11,67052670,67065572,12903,1,"52892","ENSMUST00000092996.4",76,"ENSMUSG00000069844","Sco1","SCO1 cytochrome c oxidase assembly protein"
"chr11",67455143,67455704,562,"*","AcH4K12_TSA_vs_Veh_peak_541",20,".",3.24398,5.35153,2.02023,"Promoter (<=1kb)",11,67455437,67683460,228024,1,"14457","ENSMUST00000108681.7",0,"ENSMUSG00000033066","Gas7","growth arrest specific 7"
"chr11",67921821,67922172,352,"*","AcH4K12_TSA_vs_Veh_peak_542",35,".",3.50882,7.41207,3.56214,"Promoter (<=1kb)",11,67854523,67922153,67631,2,"216835","ENSMUST00000021288.9",0,"ENSMUSG00000020905","Usp43","ubiquitin specific peptidase 43"
"chr11",68384968,68385709,742,"*","AcH4K12_TSA_vs_Veh_peak_543",32,".",3.61178,6.97436,3.24327,"Promoter (1-2kb)",11,68209364,68386826,177463,2,"18208","ENSMUST00000021284.3",1117,"ENSMUSG00000020902","Ntn1","netrin 1"
"chr11",68386236,68386884,649,"*","AcH4K12_TSA_vs_Veh_peak_544",13,".",3.05312,4.48358,1.3908,"Promoter (<=1kb)",11,68209364,68386826,177463,2,"18208","ENSMUST00000021284.3",0,"ENSMUSG00000020902","Ntn1","netrin 1"
"chr11",68968604,68969037,434,"*","AcH4K12_TSA_vs_Veh_peak_545",40,".",3.58899,8.02259,4.02882,"Promoter (<=1kb)",11,68968148,68974365,6218,1,"71998","ENSMUST00000018884.5",456,"ENSMUSG00000018740","Slc25a35","solute carrier family 25, member 35"
"chr11",68972901,68973280,380,"*","AcH4K12_TSA_vs_Veh_peak_546",15,".",2.93108,4.71423,1.55808,"Promoter (<=1kb)",11,68972484,68973012,529,2,"57785","ENSMUST00000138362.7",0,"ENSMUSG00000032892","Rangrf","RAN guanine nucleotide release factor"
"chr11",69008167,69008670,504,"*","AcH4K12_TSA_vs_Veh_peak_547",24,".",3.73883,5.96653,2.47531,"Promoter (<=1kb)",11,68985697,69008460,22764,2,"237823","ENSMUST00000021282.11",0,"ENSMUSG00000020899","Pfas","phosphoribosylformylglycinamidine synthase (FGAR amidotransferase)"
"chr11",69060159,69060453,295,"*","AcH4K12_TSA_vs_Veh_peak_548",27,".",2.67069,6.28021,2.71999,"Promoter (<=1kb)",11,69059717,69061578,1862,1,"71923","ENSMUST00000051888.3",442,"ENSMUSG00000045176","Borcs6","BLOC-1 related complex subunit 6"
"chr11",69071304,69071686,383,"*","AcH4K12_TSA_vs_Veh_peak_549",13,".",2.64891,4.47472,1.38527,"Promoter (<=1kb)",11,69071302,69072560,1259,1,"66910","ENSMUST00000125215.1",2,"ENSMUSG00000020895","Tmem107","transmembrane protein 107"
"chr11",69089409,69089900,492,"*","AcH4K12_TSA_vs_Veh_peak_550",22,".",3.03411,5.73099,2.29569,"Promoter (<=1kb)",11,69089606,69090176,571,1,"22318","ENSMUST00000146847.1",0,"ENSMUSG00000020894","Vamp2","vesicle-associated membrane protein 2"
"chr11",69117573,69117871,299,"*","AcH4K12_TSA_vs_Veh_peak_551",11,".",2.71831,4.17227,1.17615,"Promoter (2-3kb)",11,69120404,69124055,3652,1,"84653","ENSMUST00000024543.2",-2533,"ENSMUSG00000023781","Hes7","hes family bHLH transcription factor 7"
"chr11",69121426,69121972,547,"*","AcH4K12_TSA_vs_Veh_peak_552",15,".",3.00353,4.6408,1.50955,"Promoter (1-2kb)",11,69120404,69124055,3652,1,"84653","ENSMUST00000024543.2",1022,"ENSMUSG00000023781","Hes7","hes family bHLH transcription factor 7"
"chr11",69408059,69408495,437,"*","AcH4K12_TSA_vs_Veh_peak_553",20,".",3.07065,5.41836,2.06857,"5' UTR",11,69403278,69404215,938,2,"216850","ENSMUST00000156562.1",-3844,"ENSMUSG00000018476","Kdm6b","KDM1 lysine (K)-specific demethylase 6B"
"chr11",69559657,69559983,327,"*","AcH4K12_TSA_vs_Veh_peak_554",27,".",3.40078,6.2926,2.72089,"Promoter (<=1kb)",11,69554092,69560205,6114,2,"13643","ENSMUST00000004036.5",222,"ENSMUSG00000003934","Efnb3","ephrin B3"
"chr11",69604922,69605755,834,"*","AcH4K12_TSA_vs_Veh_peak_555",32,".",3.15879,7.03326,3.27642,"Promoter (<=1kb)",11,69599736,69605829,6094,2,"11932","ENSMUST00000047889.12",74,"ENSMUSG00000041329","Atp1b2","ATPase, Na+/K+ transporting, beta 2 polypeptide"
"chr11",69663639,69664024,386,"*","AcH4K12_TSA_vs_Veh_peak_556",14,".",3.02385,4.5663,1.45351,"Promoter (<=1kb)",11,69663043,69663125,83,1,"100316840","ENSMUST00000158127.1",596,"ENSMUSG00000088752","Mir1934","microRNA 1934"
"chr11",69671611,69671898,288,"*","AcH4K12_TSA_vs_Veh_peak_557",34,".",3.25696,7.32033,3.4891,"Promoter (<=1kb)",11,69670180,69671730,1551,2,"13681","ENSMUST00000127677.7",0,"ENSMUSG00000059796","Eif4a1","eukaryotic translation initiation factor 4A1"
"chr11",69767013,69767551,539,"*","AcH4K12_TSA_vs_Veh_peak_558",12,".",2.88662,4.35181,1.29849,"Promoter (<=1kb)",11,69766544,69776022,9479,1,"75580","ENSMUST00000153943.1",469,"ENSMUSG00000018750","Zbtb4","zinc finger and BTB domain containing 4"
"chr11",69803569,69804293,725,"*","AcH4K12_TSA_vs_Veh_peak_559",27,".",3.28603,6.34522,2.76695,"Promoter (1-2kb)",11,69803603,69805624,2022,2,"380705","ENSMUST00000051025.4",1331,"ENSMUSG00000089876","Tmem102","transmembrane protein 102"
"chr11",69833672,69834201,530,"*","AcH4K12_TSA_vs_Veh_peak_560",17,".",3.06719,5.02181,1.78421,"Promoter (<=1kb)",11,69827739,69834259,6521,2,"216856","ENSMUST00000139893.1",58,"ENSMUSG00000051790","Nlgn2","neuroligin 2"
"chr11",69846806,69847238,433,"*","AcH4K12_TSA_vs_Veh_peak_561",24,".",3.33183,5.89729,2.41742,"Promoter (<=1kb)",11,69846676,69851043,4368,1,"70310","ENSMUST00000019605.3",130,"ENSMUSG00000019461","Plscr3","phospholipid scramblase 3"
"chr11",69900504,69900811,308,"*","AcH4K12_TSA_vs_Veh_peak_562",19,".",2.67829,5.24636,1.9448,"Promoter (<=1kb)",11,69897358,69900886,3529,2,"70419","ENSMUST00000108621.8",75,"ENSMUSG00000018570","2810408A11Rik","RIKEN cDNA 2810408A11 gene"
"chr11",69914349,69914618,270,"*","AcH4K12_TSA_vs_Veh_peak_563",34,".",3.29446,7.27492,3.46503,"Promoter (<=1kb)",11,69914192,69916591,2400,1,"56310","ENSMUST00000057884.5",157,"ENSMUSG00000023170","Gps2","G protein pathway suppressor 2"
"chr11",69915854,69916144,291,"*","AcH4K12_TSA_vs_Veh_peak_564",24,".",3.69765,5.98696,2.49455,"Promoter (<=1kb)",11,69916041,69916556,516,1,"56310","ENSMUST00000134581.1",0,"ENSMUSG00000023170","Gps2","G protein pathway suppressor 2"
"chr11",69920141,69920644,504,"*","AcH4K12_TSA_vs_Veh_peak_565",18,".",3.29647,5.14451,1.8685,"Promoter (<=1kb)",11,69916720,69920630,3911,2,"276770","ENSMUST00000108610.7",0,"ENSMUSG00000078812","Eif5a","eukaryotic translation initiation factor 5A"
"chr11",69935223,69935490,268,"*","AcH4K12_TSA_vs_Veh_peak_566",22,".",3.08843,5.64931,2.23447,"Promoter (<=1kb)",11,69935796,69941605,5810,1,"53422","ENSMUST00000018698.11",-306,"ENSMUSG00000018554","Ybx2","Y box protein 2"
"chr11",70000620,70001488,869,"*","AcH4K12_TSA_vs_Veh_peak_567",26,".",3.64925,6.22027,2.65858,"Promoter (<=1kb)",11,70000821,70006961,6141,1,"13543","ENSMUST00000130820.7",0,"ENSMUSG00000020888","Dvl2","dishevelled segment polarity protein 2"
"chr11",70646021,70646531,511,"*","AcH4K12_TSA_vs_Veh_peak_568",25,".",3.32417,6.05246,2.54696,"Promoter (<=1kb)",11,70644695,70645910,1216,2,"67863","ENSMUST00000134804.1",-111,"ENSMUSG00000014606","Slc25a11","solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11"
"chr11",70702408,70702815,408,"*","AcH4K12_TSA_vs_Veh_peak_569",17,".",2.83936,4.99632,1.75379,"Promoter (1-2kb)",11,70700650,70731964,31315,1,"16562","ENSMUST00000137119.2",1758,"ENSMUSG00000020821","Kif1c","kinesin family member 1C"
"chr11",70764341,70764602,262,"*","AcH4K12_TSA_vs_Veh_peak_570",15,".",2.42144,4.65645,1.51668,"Promoter (<=1kb)",11,70764209,70772928,8720,1,"193043","ENSMUST00000060444.5",132,"ENSMUSG00000043602","Zfp3","zinc finger protein 3"
"chr11",71003726,71004357,632,"*","AcH4K12_TSA_vs_Veh_peak_571",40,".",3.90741,7.99911,4.02048,"Promoter (<=1kb)",11,70986751,71004340,17590,2,"216877","ENSMUST00000049048.12",0,"ENSMUSG00000040620","Dhx33","DEAH-box helicase 33"
"chr11",72065220,72065576,357,"*","AcH4K12_TSA_vs_Veh_peak_572",16,".",3.45509,4.89716,1.67807,"Exon (ENSMUST00000108508.2/327958, exon 10 of 19)",11,72057645,72061561,3917,2,"327958","ENSMUST00000132781.1",-3659,"ENSMUSG00000040543","Pitpnm3","PITPNM family member 3"
"chr11",72087071,72087455,385,"*","AcH4K12_TSA_vs_Veh_peak_573",19,".",3.19914,5.28053,1.9637,"Intron (ENSMUST00000108508.2/327958, intron 3 of 18)",11,72057645,72061561,3917,2,"327958","ENSMUST00000132781.1",-25510,"ENSMUSG00000040543","Pitpnm3","PITPNM family member 3"
"chr11",72135070,72135497,428,"*","AcH4K12_TSA_vs_Veh_peak_574",18,".",2.89907,5.18503,1.89695,"Promoter (<=1kb)",11,72047528,72135721,88194,2,"327958","ENSMUST00000108508.2",224,"ENSMUSG00000040543","Pitpnm3","PITPNM family member 3"
"chr11",72206604,72206874,271,"*","AcH4K12_TSA_vs_Veh_peak_575",26,".",3.00411,6.24505,2.69488,"Promoter (<=1kb)",11,72154097,72207026,52930,2,"74477","ENSMUST00000204457.2",152,"ENSMUSG00000020807","4933427D14Rik","RIKEN cDNA 4933427D14 gene"
"chr11",72411263,72411528,266,"*","AcH4K12_TSA_vs_Veh_peak_576",32,".",3.41882,6.97717,3.23558,"Promoter (<=1kb)",11,72389164,72411711,22548,2,"276829","ENSMUST00000108500.7",183,"ENSMUSG00000045667","Smtnl2","smoothelin-like 2"
"chr11",72441543,72441842,300,"*","AcH4K12_TSA_vs_Veh_peak_577",15,".",3.04032,4.72698,1.56995,"Promoter (<=1kb)",11,72441377,72443573,2197,1,"18432","ENSMUST00000156833.1",166,"ENSMUSG00000040463","Mybbp1a","MYB binding protein (P160) 1a"
"chr11",72488946,72489565,620,"*","AcH4K12_TSA_vs_Veh_peak_578",21,".",2.84051,5.47772,2.11651,"Promoter (<=1kb)",11,72451638,72489904,38267,2,"216892","ENSMUST00000045303.9",339,"ENSMUSG00000040447","Spns2","SPNS lysolipid transporter 2, sphingosine-1-phosphate"
"chr11",73019124,73019477,354,"*","AcH4K12_TSA_vs_Veh_peak_579",14,".",2.48955,4.55293,1.44133,"Promoter (<=1kb)",11,73019043,73042073,23031,1,"55984","ENSMUST00000092937.12",81,"ENSMUSG00000020785","Camkk1","calcium/calmodulin-dependent protein kinase kinase 1, alpha"
"chr11",73137699,73138135,437,"*","AcH4K12_TSA_vs_Veh_peak_580",34,".",4.3489,7.25264,3.44092,"Promoter (<=1kb)",11,73135485,73138294,2810,2,"14841","ENSMUST00000052140.2",159,"ENSMUSG00000050107","Haspin","histone H3 associated protein kinase"
"chr11",74425640,74425969,330,"*","AcH4K12_TSA_vs_Veh_peak_581",14,".",3.18602,4.56591,1.44706,"Exon (ENSMUST00000102521.8/380711, exon 9 of 25)",11,74383484,74408025,24542,2,"380711","ENSMUST00000123440.1",-17615,"ENSMUSG00000038807","Rap1gap2","RAP1 GTPase activating protein 2"
"chr11",74521991,74522334,344,"*","AcH4K12_TSA_vs_Veh_peak_582",21,".",3.22903,5.49313,2.12834,"Promoter (<=1kb)",11,74436924,74522751,85828,2,"380711","ENSMUST00000208896.1",417,"ENSMUSG00000038807","Rap1gap2","RAP1 GTPase activating protein 2"
"chr11",74522964,74523286,323,"*","AcH4K12_TSA_vs_Veh_peak_583",49,".",4.55678,9.29714,4.99885,"Promoter (<=1kb)",11,74436924,74522751,85828,2,"380711","ENSMUST00000208896.1",-213,"ENSMUSG00000038807","Rap1gap2","RAP1 GTPase activating protein 2"
"chr11",74547122,74547382,261,"*","AcH4K12_TSA_vs_Veh_peak_584",22,".",3.47496,5.7067,2.27652,"Intron (ENSMUST00000102521.8/380711, intron 2 of 24)",11,74436924,74522751,85828,2,"380711","ENSMUST00000208896.1",-24371,"ENSMUSG00000038807","Rap1gap2","RAP1 GTPase activating protein 2"
"chr11",74589680,74590104,425,"*","AcH4K12_TSA_vs_Veh_peak_585",13,".",2.69223,4.41807,1.34444,"Promoter (<=1kb)",11,74437043,74590124,153082,2,"380711","ENSMUST00000145524.1",20,"ENSMUSG00000038807","Rap1gap2","RAP1 GTPase activating protein 2"
"chr11",74831297,74831751,455,"*","AcH4K12_TSA_vs_Veh_peak_586",14,".",2.57262,4.60426,1.48275,"Promoter (<=1kb)",11,74830920,74845725,14806,1,"17428","ENSMUST00000000291.8",377,"ENSMUSG00000000282","Mnt","max binding protein"
"chr11",74857912,74858211,300,"*","AcH4K12_TSA_vs_Veh_peak_587",12,".",2.91031,4.31957,1.27903,"Promoter (2-3kb)",11,74856567,74860575,4009,2,"97761","ENSMUST00000123573.1",2364,"ENSMUSG00000038351","Sgsm2","small G protein signaling modulator 2"
"chr11",74896470,74896972,503,"*","AcH4K12_TSA_vs_Veh_peak_588",51,".",3.49521,9.51682,5.17343,"Promoter (<=1kb)",11,74849261,74897060,47800,2,"97761","ENSMUST00000057631.11",88,"ENSMUSG00000038351","Sgsm2","small G protein signaling modulator 2"
"chr11",75165374,75165853,480,"*","AcH4K12_TSA_vs_Veh_peak_589",21,".",2.7803,5.57636,2.19159,"Promoter (2-3kb)",11,75167153,75168146,994,2,"15248","ENSMUST00000131720.1",2293,"ENSMUSG00000043099","Hic1","hypermethylated in cancer 1"
"chr11",75454110,75454482,373,"*","AcH4K12_TSA_vs_Veh_peak_590",24,".",2.76799,5.90983,2.43455,"Promoter (<=1kb)",11,75440948,75454438,13491,2,"192652","ENSMUST00000117392.8",0,"ENSMUSG00000045374","Wdr81","WD repeat domain 81"
"chr11",75462581,75462841,261,"*","AcH4K12_TSA_vs_Veh_peak_591",32,".",3.81019,6.99889,3.24752,"Promoter (<=1kb)",11,75461715,75469663,7949,1,"380712","ENSMUST00000124718.7",866,"ENSMUSG00000038217","Tlcd2","TLC domain containing 2"
"chr11",75654398,75654763,366,"*","AcH4K12_TSA_vs_Veh_peak_592",31,".",3.56806,6.91667,3.19889,"Promoter (1-2kb)",11,75655873,75673908,18036,1,"17913","ENSMUST00000108431.2",-1110,"ENSMUSG00000017774","Myo1c","myosin IC"
"chr11",75655843,75656383,541,"*","AcH4K12_TSA_vs_Veh_peak_593",15,".",2.84186,4.70103,1.54571,"Promoter (<=1kb)",11,75655873,75673908,18036,1,"17913","ENSMUST00000108431.2",0,"ENSMUSG00000017774","Myo1c","myosin IC"
"chr11",76027367,76027746,380,"*","AcH4K12_TSA_vs_Veh_peak_594",21,".",3.07841,5.54509,2.16326,"Promoter (<=1kb)",11,76019194,76027782,8589,2,"76566","ENSMUST00000021207.6",36,"ENSMUSG00000020846","Rflnb","refilin B"
"chr11",76179245,76179510,266,"*","AcH4K12_TSA_vs_Veh_peak_595",20,".",2.63307,5.34802,2.01582,"Promoter (<=1kb)",11,76062980,76179499,116520,2,"68299","ENSMUST00000167114.7",0,"ENSMUSG00000017288","Vps53","VPS53 GARP complex subunit"
"chr11",76436526,76437083,558,"*","AcH4K12_TSA_vs_Veh_peak_596",18,".",3.24612,5.17348,1.88872,"Promoter (<=1kb)",11,76423048,76437220,14173,2,"109934","ENSMUST00000131059.1",137,"ENSMUSG00000017631","Abr","active BCR-related gene"
"chr11",76515844,76516104,261,"*","AcH4K12_TSA_vs_Veh_peak_597",13,".",3.05461,4.37689,1.31387,"Intron (ENSMUST00000072740.12/109934, intron 1 of 22)",11,76416734,76509419,92686,2,"109934","ENSMUST00000094012.10",-6425,"ENSMUSG00000017631","Abr","active BCR-related gene"
"chr11",76622663,76623345,683,"*","AcH4K12_TSA_vs_Veh_peak_598",30,".",3.41384,6.78635,3.09131,"Promoter (<=1kb)",11,76416734,76623558,206825,2,"109934","ENSMUST00000238684.1",213,"ENSMUSG00000017631","Abr","active BCR-related gene"
"chr11",76845962,76846674,713,"*","AcH4K12_TSA_vs_Veh_peak_599",30,".",3.29305,6.71846,3.04148,"Promoter (<=1kb)",11,76778424,76847018,68595,2,"12874","ENSMUST00000021201.5",344,"ENSMUSG00000020841","Cpd","carboxypeptidase D"
"chr11",77512505,77513138,634,"*","AcH4K12_TSA_vs_Veh_peak_600",19,".",3.29365,5.27666,1.96881,"Promoter (<=1kb)",11,77508611,77512763,4153,2,"216964","ENSMUST00000126857.7",0,"ENSMUSG00000044328","Trp53i13","transformation related protein 53 inducible protein 13"
"chr11",77762788,77763106,319,"*","AcH4K12_TSA_vs_Veh_peak_601",13,".",2.58264,4.3899,1.32451,"Promoter (<=1kb)",11,77763246,77865980,102735,1,"360013","ENSMUST00000108375.8",-140,"ENSMUSG00000000631","Myo18a","myosin XVIIIA"
"chr11",77785538,77785907,370,"*","AcH4K12_TSA_vs_Veh_peak_602",30,".",3.11986,6.79067,3.08931,"Exon (ENSMUST00000092883.2/ENSMUST00000092883.2, exon 1 of 1)",11,77777316,77864848,87533,1,"360013","ENSMUST00000130627.8",8222,"ENSMUSG00000000631","Myo18a","myosin XVIIIA"
"chr11",77822592,77822862,271,"*","AcH4K12_TSA_vs_Veh_peak_603",17,".",3.07555,4.93178,1.70861,"Promoter (1-2kb)",11,77824554,77827641,3088,1,"360013","ENSMUST00000154892.1",-1692,"ENSMUSG00000000631","Myo18a","myosin XVIIIA"
"chr11",77958210,77958470,261,"*","AcH4K12_TSA_vs_Veh_peak_604",20,".",3.30956,5.35604,2.02492,"Intron (ENSMUST00000093995.9/20370, intron 3 of 16)",11,77953853,77979048,25196,1,"20370","ENSMUST00000151982.7",4357,"ENSMUSG00000000632","Sez6","seizure related gene 6"
"chr11",77966299,77966726,428,"*","AcH4K12_TSA_vs_Veh_peak_605",12,".",3.16283,4.2957,1.26437,"Promoter (2-3kb)",11,77969011,77974488,5478,1,"20370","ENSMUST00000140630.1",-2285,"ENSMUSG00000000632","Sez6","seizure related gene 6"
"chr11",78032268,78032533,266,"*","AcH4K12_TSA_vs_Veh_peak_606",38,".",3.51109,7.79316,3.85067,"Promoter (<=1kb)",11,78032280,78037866,5587,1,"70451","ENSMUST00000021187.11",0,"ENSMUSG00000020834","Dhrs13","dehydrogenase/reductase 13"
"chr11",78038002,78038429,428,"*","AcH4K12_TSA_vs_Veh_peak_607",53,".",4.174,9.75097,5.36046,"Promoter (<=1kb)",11,78037984,78060434,22451,1,"14252","ENSMUST00000073660.6",18,"ENSMUSG00000061981","Flot2","flotillin 2"
"chr11",78165031,78165460,430,"*","AcH4K12_TSA_vs_Veh_peak_608",27,".",2.98192,6.40279,2.79968,"Promoter (<=1kb)",11,78160793,78165516,4724,2,"22032","ENSMUST00000148218.1",56,"ENSMUSG00000017386","Traf4","TNF receptor associated factor 4"
"chr11",78177713,78178152,440,"*","AcH4K12_TSA_vs_Veh_peak_609",14,".",3.05585,4.57551,1.45912,"Promoter (<=1kb)",11,78178130,78179622,1493,1,"68385","ENSMUST00000147819.7",0,"ENSMUSG00000019437","Tlcd1","TLC domain containing 1"
"chr11",78301804,78302064,261,"*","AcH4K12_TSA_vs_Veh_peak_610",26,".",3.90308,6.19703,2.63848,"Promoter (<=1kb)",11,78301655,78314863,13209,1,"54141","ENSMUST00000146068.7",149,"ENSMUSG00000002055","Spag5","sperm associated antigen 5"
"chr11",78466369,78466710,342,"*","AcH4K12_TSA_vs_Veh_peak_611",23,".",2.82236,5.84681,2.39985,"Promoter (<=1kb)",11,78465750,78471622,5873,1,"52466","ENSMUST00000146431.2",619,"ENSMUSG00000020829","Slc46a1","solute carrier family 46, member 1"
"chr11",78487748,78488092,345,"*","AcH4K12_TSA_vs_Veh_peak_612",19,".",3.45024,5.18833,1.91354,"Promoter (<=1kb)",11,78482834,78487295,4462,2,"237868","ENSMUST00000170674.1",-453,"ENSMUSG00000050132","Sarm1","sterile alpha and HEAT/Armadillo motif containing 1"
"chr11",79711358,79712225,868,"*","AcH4K12_TSA_vs_Veh_peak_613",29,".",3.25352,6.63199,2.9922,"Promoter (<=1kb)",11,79711969,79712034,66,1,"387188","ENSMUST00000083461.1",0,"ENSMUSG00000065395","Mir193a","microRNA 193a"
"chr11",80089524,80089927,404,"*","AcH4K12_TSA_vs_Veh_peak_614",24,".",3.78744,5.99237,2.49076,"Promoter (<=1kb)",11,80089400,80135794,46395,1,"237877","ENSMUST00000108239.6",124,"ENSMUSG00000017550","Atad5","ATPase family, AAA domain containing 5"
"chr11",80300975,80301488,514,"*","AcH4K12_TSA_vs_Veh_peak_615",18,".",2.86899,5.16501,1.88804,"Promoter (<=1kb)",11,80300912,80355955,55044,1,"246104","ENSMUST00000017836.7",63,"ENSMUSG00000017692","Rhbdl3","rhomboid like 3"
"chr11",81151781,81152057,277,"*","AcH4K12_TSA_vs_Veh_peak_616",30,".",3.02589,6.69788,3.03096,"Promoter (1-2kb)",11,80880169,81153321,273153,2,"11418","ENSMUST00000021045.12",1264,"ENSMUSG00000020704","Asic2","acid-sensing ion channel 2"
"chr11",81967361,81967729,369,"*","AcH4K12_TSA_vs_Veh_peak_617",21,".",3.44608,5.50878,2.12898,"Promoter (<=1kb)",11,80880169,81968457,1088289,2,"11418","ENSMUST00000066197.6",728,"ENSMUSG00000020704","Asic2","acid-sensing ion channel 2"
"chr11",82387647,82388233,587,"*","AcH4K12_TSA_vs_Veh_peak_618",31,".",3.98045,6.89788,3.184,"Promoter (<=1kb)",11,82388900,82446327,57428,1,"270893","ENSMUST00000092852.5",-667,"ENSMUSG00000020701","Tmem132e","transmembrane protein 132E"
"chr11",82434250,82434691,442,"*","AcH4K12_TSA_vs_Veh_peak_619",23,".",3.41441,5.78019,2.33786,"Exon (ENSMUST00000092852.5/270893, exon 2 of 10)",11,82438257,82442899,4643,1,"270893","ENSMUST00000202598.1",-3566,"ENSMUSG00000020701","Tmem132e","transmembrane protein 132E"
"chr11",82764522,82764782,261,"*","AcH4K12_TSA_vs_Veh_peak_620",22,".",2.68924,5.69334,2.27199,"Promoter (<=1kb)",11,82764345,82765935,1591,1,"66983","ENSMUST00000056677.7",177,"ENSMUSG00000046010","Zfp830","zinc finger protein 830"
"chr11",82870580,82870955,376,"*","AcH4K12_TSA_vs_Veh_peak_621",14,".",2.77281,4.53466,1.42776,"Promoter (<=1kb)",11,82803822,82870744,66923,2,"67338","ENSMUST00000093975.11",0,"ENSMUSG00000020696","Rffl","ring finger and FYVE like domain containing protein"
"chr11",82907490,82907750,261,"*","AcH4K12_TSA_vs_Veh_peak_622",17,".",2.58942,4.99011,1.75476,"Promoter (<=1kb)",11,82904792,82907687,2896,2,"217011","ENSMUST00000126202.7",0,"ENSMUSG00000020692","Nle1","notchless homolog 1"
"chr11",84129123,84129532,410,"*","AcH4K12_TSA_vs_Veh_peak_623",12,".",2.66336,4.30738,1.26559,"Promoter (<=1kb)",11,84078920,84129600,50681,2,"217031","ENSMUST00000018795.12",68,"ENSMUSG00000018651","Tada2a","transcriptional adaptor 2A"
"chr11",84179920,84180303,384,"*","AcH4K12_TSA_vs_Veh_peak_624",42,".",3.38285,8.34453,4.27817,"Promoter (<=1kb)",11,84179858,84214184,34327,1,"107476","ENSMUST00000136463.8",62,"ENSMUSG00000020532","Acaca","acetyl-Coenzyme A carboxylase alpha"
"chr11",84819066,84819326,261,"*","AcH4K12_TSA_vs_Veh_peak_625",15,".",2.36828,4.67635,1.53406,"Promoter (<=1kb)",11,84813061,84819515,6455,2,"217038","ENSMUST00000018549.7",189,"ENSMUSG00000018405","Mrm1","mitochondrial rRNA methyltransferase 1"
"chr11",84869409,84870067,659,"*","AcH4K12_TSA_vs_Veh_peak_626",15,".",2.88806,4.67816,1.53232,"Promoter (<=1kb)",11,84832806,84870202,37397,2,"217039","ENSMUST00000154915.8",135,"ENSMUSG00000020530","Ggnbp2","gametogenetin binding protein 2"
